xacml,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions,carminati
"<Policy PolicyId=""RPSlist.19.0.1.1.5.3.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target>
    <Subjects>
        <Subject>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">admin</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
        </Subject>
    </Subjects>
    <Actions>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
    </Actions>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.19.0.1.1.5.3.0.r.1"">
    <Target/>
</Rule>
                            </Policy>",User(U).,Resource(R).,"has_role(U, 'admin') :- User(U).","can_access(U, R, 'read') :- User(U), Resource(R), has_role(U, 'admin').
can_access(U, R, 'write') :- User(U), Resource(R), has_role(U, 'admin').","false => deny_access(?S,?O,?A)"
"<Policy PolicyId=""RPSlist.19.0.1.1.5.3.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target>
    <Subjects>
        <Subject>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
        </Subject>
    </Subjects>
    <Actions>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
    </Actions>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.19.0.1.1.5.3.1.r.1"">
    <Target/>
</Rule>
                            </Policy>","Subject(S), role(S, R).",Object(O).,,"can_access(S, O, read) :- Subject(S), Object(O), role(S, pc-chair).","Subject(?S) ∧ Object(?O) ∧ has_role(?S,""pc-member"") => can_read(?S,?O)"
"<Policy PolicyId=""RPSlist.19.0.1.1.5.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target>
    <Subjects>
        <Subject>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
        </Subject>
    </Subjects>
    <Actions>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
    </Actions>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.19.0.1.1.5.3.2.r.1"">
    <Target/>
</Rule>
                            </Policy>",PCMember(P).,Meeting(M).,"is_in_meeting(P, M) :- PCMember(P), Meeting(M).","can_read(P, M) :- PCMember(P), Meeting(M), is_in_meeting(P, M).","Subject(?S) ∧ has_role(?S,?""admin""). can_perform(S,""create"") => can_perform(?S,""write"")"
"<Policy PolicyId=""RPSlist.19.0.1.1.5.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target/>
<Rule Effect=""Deny"" RuleId=""RPSlist.19.0.1.1.5.3.3.r.1"">
    <Target/>
</Rule>
                            </Policy>",,,,,"Subject(?S) ∧ Resource(?R) ∧ has_role(?S,'pc-member') ∧ is_eq_subjUserId_resUserId(?S,?R) => deny_access(?S,?R)"
"<Policy PolicyId=""RPSlist.20.0.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">delete</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.0.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",PC_Member(S).,Resource(R).,"has_role(S, 'pc-member') :- PC_Member(S).
is_same_user(S, R) :- PC_Member(S), Resource(R).","can_access(S, R, write) :- PC_Member(S), Resource(R), has_role(S, 'pc-member'), is_same_user(S, R).
can_access(S, R, create) :- PC_Member(S), Resource(R), has_role(S, 'pc-member'), is_same_user(S, R).
can_access(S, R, delete) :- PC_Member(S), Resource(R), has_role(S, 'pc-member'), is_same_user(S, R).","Subject(?S) ∧ Object(?O) ∧ has_role(?S,""admin"") => can_delete(?S,?O)"
"<Policy PolicyId=""RPSlist.20.0.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">subreviewer</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.1.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",Subreviewer(S).,Resource(R).,"isEq_subjUserId_resUserId(S, R) :- Subreviewer(S), Resource(R).","can_create(S, R) :- Subreviewer(S), Resource(R), isEq_subjUserId_resUserId(S, R).","Subject(?S) ∧ Object(?O) ∧ has_role(?S,?""admin""). can_access(S,?O,""write"") => can_access(?S,?O,""read"")"
"<Policy PolicyId=""RPSlist.20.0.0.2.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">false</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.0.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,,"has_role(S, 'pc-chair') :- Subject(S).
not_conflicted(S) :- Subject(S).","can_access(S) :- Subject(S), has_role(S, 'pc-chair'), not_conflicted(S).","Subject(?S) ∧ Resource(?R) ∧ has_role(?S,'pc-chair') => can_access(?S,?R,'read')"
"<Policy PolicyId=""RPSlist.20.0.0.2.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isSubjectsMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Resources>
<Resource>
    <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ResourceMatch>
</Resource>
                            </Resources>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","User(U), Role(U, R), Status(U, S).","Paper(P), Meeting(M), ResourceStatus(P, RS).",,"can_read(U, P) :- User(U), Paper(P), Role(U, ""pc-chair""), Status(U, ""true""), ResourceStatus(P, ""true"").","PC_Member(?S) ∧ Meeting(?M) ∧ is_meeting(?S) => can_read(?S,?M)"
"<Policy PolicyId=""RPSlist.20.0.0.2.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">delete</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.2.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",User(U).,Object(O).,"has_role(U, ""pc-chair"") :- User(U).","can_access(U, O, ""create"") :- User(U), Object(O), has_role(U, ""pc-chair""). can_access(U, O, ""delete"") :- User(U), Object(O), has_role(U, ""pc-chair"").","Subject(?S) ∧ Object(?O) ∧ has_role(?S,?""pc-chair""). can_access(S,?O,""write"") => can_access(?S,?O,""read"")"
"<Policy PolicyId=""RPSlist.20.0.0.2.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                        </Target>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.20.0.0.2.3.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,,is_conflicted(S) :- Subject(S).,"deny_access(S) :- Subject(S), is_conflicted(S).","User(?U) ∧ Resource(?R) ∧ has_role(?U,'pc-member') ∧ is_subject_user_id_equal_to_resource_user_id(?U,?R) => can_access(?U,?R,'read')"
"<Policy PolicyId=""RPSlist.20.0.0.2.4"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">false</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.4.r.1"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.4.r.2"">
                            <Target>
<Resources>
    <Resource>
        <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">discussion</AttributeValue>
            <ResourceAttributeDesignator AttributeId=""phase"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ResourceMatch>
    </Resource>
</Resources>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.4.r.3"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""subjReviewsThisResPaper"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""hasSubmittedReviewForResPaper"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.4.r.4"">
                            <Target>
<Resources>
    <Resource>
        <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <ResourceAttributeDesignator AttributeId=""isSeeUnassignedAllowed"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ResourceMatch>
    </Resource>
</Resources>
                            </Target>
                        </Rule>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.20.0.0.2.4.r.5"">
                            <Target/>
                        </Rule>
                    </Policy>","Subject(S), Resource(R).",Resource(R).,"has_role(S, 'pc-member') :- Subject(S).
not_conflicted(S) :- Subject(S).
is_eq_subjUserId_resUserId(S) :- Subject(S).
subj_reviews_this_res_paper(S) :- Subject(S).
has_submitted_review_for_res_paper(S) :- Subject(S).
resource_phase(R, 'discussion') :- Resource(R).
is_see_unassigned_allowed(R) :- Resource(R).","can_read(S, R) :- Subject(S), Resource(R), has_role(S, 'pc-member'), not_conflicted(S), (is_eq_subjUserId_resUserId(S); resource_phase(R, 'discussion'); (subj_reviews_this_res_paper(S), has_submitted_review_for_res_paper(S)); is_see_unassigned_allowed(R)).",false => deny_all
"<Policy PolicyId=""RPSlist.20.0.0.2.5.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">delete</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.5.0.r.1"">
<Target/>
                            </Rule>
                        </Policy>",Subject(S).,,"has_role(S, 'pc-chair') :- Subject(S).","can_delete(S) :- Subject(S), has_role(S, 'pc-chair').","PC_Member(?S) ∧ Resource(?R) => can_access(?S,?R,?read)"
"<Policy PolicyId=""RPSlist.20.0.0.2.5.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Resources>
    <Resource>
        <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ResourceMatch>
    </Resource>
</Resources>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.5.1.r.1"">
<Target/>
                            </Rule>
                        </Policy>",PC_Member(S).,MeetingPaper(MP).,,"can_read(S, MP) :- PC_Member(S), MeetingPaper(MP).","Subject(?S) ∧ Object(?O) ∧ has_role(?S,?""admin""). can_access(S,?O,""create"") => can_access(?S,?O,""write"")"
"<Policy PolicyId=""RPSlist.20.0.0.2.5.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.5.2.r.1"">
<Target/>
                            </Rule>
                        </Policy>",Subject(S).,,"has_role(S, 'pc-member') :- Subject(S).","can_create(S) :- Subject(S), has_role(S, 'pc-member').","User(?U) ∧ Resource(?R) ∧ has_role(?U,'pc-member') ∧ is_same_user(?U,?R) => can_access(?U,?R)"
